u,v,roads_p_count
18164872,282701757,3
18164872,5423505604,3
18164873,107552927,4
18164873,289195549,4
18164873,7300620864,4
18164874,17546846,4
18164878,2015236297,2
18164880,18164881,3
18164880,7206382091,4
18164880,9055748438,3
18164881,18164880,3
18164881,18164889,3
18164881,9055748441,3
18164882,18164889,3
18164882,18164891,2
18164882,4225167449,4
18164883,18164884,3
18164883,18164887,4
18164883,282709766,3
18164884,18164883,3
18164884,9055748430,3
18164884,9055748434,3
18164886,18164860,7
18164886,8021351072,5
18164886,8021351073,5
18164886,9743390711,4
18164887,18164883,4
18164887,6293692972,5
18164887,8021351072,4
18164889,18164881,3
18164889,18164882,3
18164889,18164891,3
18164890,17546845,5
18164890,291610687,4
18164891,18164859,3
18164891,18164882,2
18164891,18164889,3
18164892,18164890,5
18164892,8493036821,4
18164893,286514389,6
18164893,6625037435,5
18164895,17546855,4
18164895,17546856,3
18164895,18164866,4
18164896,1516242147,4
18164896,2207188938,3
18164896,3681218535,3
18165892,266531269,6
18165892,269258437,5
18165892,2207188987,5
18165893,17710390,4
18165893,1064256570,5
18165893,1064256639,5
18165894,1085830540,3
18165894,1696110293,3
18165894,4927557854,4
18165902,264213584,5
18165902,2025460911,4
18165902,9955296560,4
18165903,20908384,4
18165903,455958245,4
18165903,1242123651,5
18165906,1242123651,5
18165906,3013003681,5
18165906,3235791966,4
18165907,10939343,5
18165907,1242123649,5
18165907,2856459546,3
18165908,3013003679,6
18165908,4305565630,4
18165912,18165913,4
18165912,20908149,4
18165912,4369435972,4
18165913,18165912,4
18165913,3353616517,4
18165913,4369435978,3
18165914,18165915,5
18165914,20908386,5
18165914,4305565630,5
18165914,4369435978,4
18165915,576726,7
18165915,792846,7
18165915,18165914,5
18165915,4988131384,4
18165916,1043107657,3
18165916,1881439870,4
18165924,1043107657,4
18165924,1649683417,4
18165924,1887883429,4
18165924,9749871085,4
18165930,8122136,5
18176418,18176423,3
18176418,1579639455,3
18176418,2013069525,3
18176419,1277430413,3
18176419,2013069525,3
18176419,6401546300,3
18176420,1607361316,4
18176420,2013069532,4
18176420,2341032704,3
18176421,1579639463,3
18176421,1579639476,3
18176421,1974274927,3
18176422,1277430204,3
18176422,1277430578,3
18176422,6401546300,3
18176422,6401546305,3
18176423,18176418,3
18176423,18176425,3
18176423,6401546305,3
18176424,1277430204,3
18176424,1277430254,3
18176424,1277430562,3
18176424,6401546309,3
18176425,18176423,3
18176425,18176429,5
18176425,6401546308,3
18176427,1277430562,3
18176427,6401546312,3
18176427,6401546320,3
18176429,18176425,5
18176429,6401546312,5
18176429,6401546316,5
18176429,6401546317,5
18176430,6401546317,3
18176430,8108162973,3
18176430,8108162977,3
18176430,8108162987,3
18176431,2013069532,3
18176431,3194407763,3
18176431,6401546313,3
18176432,6401546313,4
18176432,7881589953,5
18176432,8108162973,4
18176432,8108162976,4
18176433,455355151,3
18176433,1579639564,3
18176433,1579639601,3
18176433,3194407762,4
18176437,18176438,3
18176437,8108162961,3
18176437,8108162967,3
18176437,8108162987,3
18176438,18176437,3
18176438,1277430187,3
18176438,8108162962,4
18176439,18176442,4
18176439,7881589959,5
18176439,8108162961,4
18176439,8108162976,4
18176442,18176439,4
18176442,1277430187,3
18176442,1277430250,4
18176443,8096098,3
18176443,1311853936,3
18176443,2341032704,3
18176445,793285,6
18176445,4927576659,4
18176445,6401546320,4
18176446,18176449,3
18176446,455352909,3
18176446,455355531,3
18176446,1579639601,3
18176447,8096063,3
18176447,8096068,4
18176447,18176448,3
18176448,18176447,3
18176448,18176451,3
18176448,1467921237,3
18176449,18176446,3
18176449,18176450,4
18176449,8108162993,3
18176450,18176449,4
18176450,1660766276,4
18176450,9806506084,4
18176451,18176448,3
18176451,1579639563,3
18176451,5807624633,3
18178297,455357199,5
18178297,1579639431,5
18178297,5837954931,5
18178298,4405965555,6
18178298,4519617456,6
18178298,4519617462,6
18178302,86688368,3
18178302,2914060858,3
18178302,3353502819,3
18178303,25506310,4
18178303,92920484,5
18178303,2914060858,4
18178304,25506310,5
18178304,31268940,5
18178304,1418921479,5
18178304,1424169937,5
18178312,297925136,4
18178312,1418921476,5
18178312,8394042335,4
18178313,2398191534,6
18178313,2687267410,7
18178313,7952457259,5
18178315,287230626,3
18178315,3320294431,3
18178315,3320294434,4
18178316,849954506,3
18178316,3320294414,3
18178316,4558613843,3
18178322,271440750,3
18178322,1686070442,3
18178322,9370103434,3
18178323,271645955,4
18178323,9291281337,4
18178323,9667649453,4
18220152,18220153,2
18220152,18222692,3
18220152,3996400485,3
18220153,18220152,2
18220153,18220154,3
18220153,18222693,3
18220154,18220153,3
18220154,18220155,2
18220154,18222694,3
18220155,18220154,2
18220155,18220156,3
18220155,18222696,3
18220156,18220155,3
18220156,18220157,2
18220156,18222697,3
18220157,18220156,2
18220157,18220158,3
18220157,18222698,3
18220158,18220157,3
18220158,18222701,3
18220158,6162389040,3
18220159,10775863,4
18220159,18222701,3
18220159,6162389041,3
18220160,662922,3
18220160,572694457,3
18220160,578983160,3
18220161,662921,3
18220161,576649427,3
18220161,578847502,3
18220162,662918,4
18220162,18220165,3
18220162,1142637730,3
18220163,18220164,3
18220163,576648256,3
18220163,595789755,3
18220164,662919,3
18220164,10301068,4
18220164,18220163,3
18220165,10301068,4
18220165,18220162,3
18220165,1214861304,3
18222684,10775862,4
18222684,578983150,4
18222684,3996400318,4
18222692,18220152,3
18222692,18222693,3
18222692,578957443,3
18222693,18220153,3
18222693,18222692,3
18222693,578957432,4
18222694,18220154,3
18222694,18222696,3
18222694,578957438,3
18222696,18220155,3
18222696,18222694,3
18222696,578957419,3
18222697,18220156,3
18222697,18222698,3
18222697,578957449,4
18222698,18220157,3
18222698,18222697,3
18222698,578957458,3
18222701,18220158,3
18222701,18220159,3
18222701,578957461,3
18222703,10775863,4
18222703,3996400299,4
18222703,3996400345,3
18222704,10775863,4
18222704,10775870,3
18222704,3996400283,4
18222706,10775862,4
18222706,10775871,3
18222706,3996400318,4
18222710,18222711,4
18222710,572596432,3
18222710,572694441,3
18222711,18222710,4
18222711,572596430,4
18222711,572694449,4
18222738,118769,3
18222738,5845806145,3
18222739,5887504925,4
18222739,5887523793,4
18222739,6168935730,4
18222744,274393428,8
18222744,3836572046,4
18222744,5887504888,4
18222744,5887523814,4
18222745,1270978737,4
18222745,4726329566,4
18222745,5942051500,3
18227469,311363412,3
18227469,1512958853,3
18227469,5887571954,3
18227470,18227471,6
18227470,1050213878,7
18227470,5394379326,6
18227471,18227470,6
18227471,7206346840,5
18311956,18311957,6
18311956,3142820964,4
18311956,9718172361,4
18311957,18311956,6
18311957,2701731992,4
18311957,8485488582,5
18311958,18311957,6
18311958,3142820964,4
18311958,9549153727,6
18311960,18311961,3
18311960,18311962,3
18311960,2303886538,3
18311961,18311960,3
18311961,18311962,2
18311961,18311964,2
18311962,18311960,3
18311962,18311961,2
18311962,18311964,2
18311964,18311961,2
18311964,18311962,2
18311964,20908336,2
18311966,364123286,3
18311966,3791669955,4
18311967,8891109,3
18311967,10305473,6
18311967,18311968,3
18311967,5449522357,3
18311968,8891106,3
18311968,18311967,3
18311968,18311969,3
18311968,5291800679,3
18311969,11062536,3
18311969,18311968,3
18311969,18311970,4
18311969,5449522372,3
18311970,18311969,4
18311970,1146193435,4
18311970,8443642457,4
20838576,7349378,5
20838576,7349381,3
20839566,26490159,3
20839566,1277430522,3
20839566,3835639402,5
20847845,7224390,4
20847845,20847846,3
20847845,4741417210,3
20847846,6527618,3
20847846,6527620,3
20847846,20847845,3
20849633,17207394,3
20849633,18088970,4
20849633,20849634,4
20849634,18088969,5
20849634,18088971,4
20849634,20849637,4
20849635,17207395,3
20849635,20849633,3
20849637,18088972,3
20849637,20849638,4
20849638,2160794873,4
20849638,4928282604,5
20849639,18088981,4
20849639,18088982,5
20849639,1368791446,4
20850966,25902650,4
20850966,291763569,5
20850967,8120888,5
20850967,7427909260,5
20850967,10974061559,4
20908140,20908141,4
20908140,3013003713,4
20908140,3779551368,4
20908141,20908140,4
20908141,20908145,3
20908141,6162474927,3
20908142,20908144,4
20908142,6162474927,4
20908142,9933597480,4
20908143,3353616514,4
20908143,9933597472,4
20908143,9933597480,4
20908144,20908142,4
20908144,9933597502,3
20908144,9933597505,3
20908145,20908141,3
20908145,20908148,4
20908145,7437379126,3
20908146,20908160,3
20908146,1557125454,5
20908146,6162474929,3
20908146,9933597506,3
20908148,20908145,4
20908148,20908149,4
20908148,7437379127,4
20908149,18165912,4
20908149,20908148,4
20908149,3353616517,3
20908151,3013003676,3
20908151,3353616517,3
20908152,1043942539,3
20908152,7699765502,3
20908158,7699765501,3
20908158,7699765502,3
20908158,10232992169,3
20908159,471466752,5
20908159,8435670371,6
20908159,10232992169,5
20908160,20908146,3
20908160,3767361633,3
20908160,8435670369,4
20908161,3716446103,4
20908161,9933597488,4
20908161,9934404797,4
20908169,792845,3
20908169,20908177,4
20908177,20908169,4
20908177,319833065,4
20908177,1043107528,4
20908178,792844,4
20908178,20908385,3
20908178,8497532099,3
20908187,1896822366,5
20908187,9091138290,4
20908189,20908190,3
20908189,4951210932,3
20908190,10280614034,3
20908191,20908190,4
20908245,781568,6
20908245,781573,6
20908245,9338370752,6
20908246,95900119,4
20908246,298795546,2
20908251,20908316,4
20908251,4176408925,4
20908251,8658470446,4
20908310,20908311,3
20908310,1379283345,3
20908310,5546555186,3
20908311,20908310,3
20908311,292640734,3
20908311,1379283578,3
20908311,1801648942,2
20908315,3677342702,4
20908315,4928761337,4
20908316,20908251,4
20908316,1248495425,3
20908316,5559484368,3
20908317,20908322,4
20908317,1802461751,4
20908317,5559484368,4
20908317,9078508981,3
20908322,20908317,4
20908322,1504067921,3
20908322,1615580231,3
20908325,20908326,2
20908325,20908327,2
20908325,4181990541,3
20908326,20908325,2
20908327,20908325,2
20908328,2703512370,4
20908328,4181990542,3
20908328,5563030665,3
20908329,4181990541,3
20908329,4181990542,3
20908329,4181990543,3
20908330,20908331,3
20908330,4181990551,3
20908330,5559411869,3
20908331,20908330,3
20908331,20908333,2
20908331,20908334,2
20908333,20908331,2
20908334,20908331,2
20908335,5546555130,3
20908335,6167117589,3
20908335,9868468158,3
20908336,8088617,3
20908336,18311964,2
20908336,5559411829,3
20908337,7726661,3
20908337,20908339,3
20908337,7682553603,3
20908338,20908342,3
20908338,20908343,3
20908338,4684167318,3
20908339,20908337,3
20908339,7448297237,3
20908339,7448297239,3
20908340,1572907364,3
20908340,7448297226,3
20908340,7448297237,3
20908341,1572907364,4
20908341,5303210779,4
20908341,9598423381,4
20908342,20908338,3
20908342,475575709,3
20908342,1626977248,3
20908343,7726661,3
20908343,20908338,3
20908343,7448297239,3
20908344,2632159381,3
20908344,3456860318,3
20908344,3943394124,3
20908354,6625048994,5
20908354,8484248050,4
20908356,17546849,7
20908356,282681741,4
20908356,9205542204,3
20908357,282678665,3
20908357,1516242143,3
20908357,3240114264,3
20908357,9205542204,3
20908358,282678665,3
20908358,1516242151,3
20908358,2953894727,3
20908359,5274881526,5
20908359,5274881534,5
20908359,7912308880,5
20908360,20908361,4
20908360,1516242151,3
20908360,10566474915,4
20908361,20908360,4
20908361,20908362,4
20908361,1516242155,4
20908362,20908359,5
20908362,9205554421,3
20908363,20908364,4
20908363,282844351,3
20908363,1873273595,3
20908364,20908363,4
20908364,283103759,5
20908364,5274881584,5
20908366,292486705,5
20908366,3508547547,4
20908366,10570480232,4
20908366,10570480249,6
20908367,18164865,7
20908367,269259546,7
20908367,10570322863,5
20908369,576709,6
20908369,20908370,3
20908369,20908372,3
20908369,20908378,3
20908370,20908369,3
20908370,20908371,4
20908370,290327633,3
20908370,474662240,3
20908371,20908370,4
20908371,474662273,5
20908371,1306239274,4
20908371,3396251826,5
20908372,20908369,3
20908372,20908373,4
20908372,20908376,3
20908373,20908372,4
20908373,20908375,4
20908373,411631105,3
20908375,20908373,4
20908375,279992719,5
20908375,1614362088,4
20908376,20908372,3
20908376,20908378,3
20908376,20908379,4
20908378,20908369,3
20908378,20908376,3
20908378,20908379,3
20908378,20908382,3
20908379,20908376,4
20908379,20908378,3
20908379,411612576,3
20908382,20908378,3
20908382,1783390939,4
20908382,3338571739,3
20908383,1614343983,4
20908383,9229258314,4
20908383,10824999128,4
20908384,73082170,6
20908384,1696158205,3
20908385,792845,3
20908385,20908178,3
20908386,18165914,5
20908386,20908387,4
20908386,7699765495,4
20908386,7699765499,4
20908387,792844,4
20908387,20908386,4
20908387,20908389,3
20908389,20908387,3
20908461,1216261409,4
20908461,6337623015,3
20908461,6337623018,4
20908462,20908463,5
20908462,30568253,4
20908462,1216261713,4
20908462,8906485560,4
20908463,20908462,5
20908463,30567634,5
20908463,270924523,4
20908463,6993924338,4
20917598,10776417,7
20917598,2190012478,4
20917598,8321836225,4
20917599,4513737669,7
20917599,4513737671,5
20917600,1216261181,5
20917600,8488806546,5
20917603,1571216777,6
20917603,1628923153,6
20917603,7430369474,5
20917603,7430369476,5
20917605,30568719,3
20917605,1571216722,3
20917609,30570305,4
20917609,8883728743,4
20917611,5303224650,3
20917611,9485482733,3
20917711,20917712,7
20917711,72956501,6
20917711,2190087771,6
20917711,3625328666,6
20917712,20917711,7
20917712,3180508464,7
20917712,8321836227,5
20917712,9156241459,5
20917713,2190087771,6
20917713,8910311266,5
20917713,9291281343,5
20917713,10247185661,5
20917714,8086163,3
20917714,20917717,3
20917714,2172127617,3
20917714,6785115944,3
20917715,2190032084,5
20917715,4636012233,5
20917716,20917732,6
20917716,8491453409,4
20917717,8086162,3
20917717,20917714,3
20917717,20919917,4
20917717,8321836224,3
20917718,2190032084,5
20917718,6785115937,5
20917718,10247185699,4
20917721,20919919,4
20917721,8899200159,3
20917721,10121650731,3
20917722,2193979331,3
20917722,3642043506,3
20917722,8829748441,3
20917723,2190257464,3
20917723,3642043506,3
20917723,4927573666,4
20917724,5531646786,3
20917724,7317131315,3
20917724,8829748441,3
20917725,20917728,4
20917725,20917729,3
20917725,8922932932,3
20917725,10121650733,3
20917728,7731356,4
20917728,10775874,4
20917728,20917725,4
20917728,20917729,4
20917729,20917725,3
20917729,20917728,4
20917729,1585523058,3
20917731,1421324365,3
20917731,2190257464,3
20917731,8952135290,3
20917731,8952135293,3
20917732,20917716,6
20917732,7317131320,6
20917732,7952259338,5
20919916,3642043506,3
20919916,7317131315,3
20919916,7317131317,3
20919917,20917717,4
20919917,3910377275,4
20919917,3910377283,4
20919917,8493139242,4
20919917,10247185697,4
20919918,369339133,4
20919918,3910377275,4
20919918,7317131323,4
20919918,8936124338,4
20919919,7731349,3
20919919,20917721,4
20919919,2193993924,3
20919919,8899200186,3
20919922,20919924,3
20919922,1585523005,3
20919922,10580388427,3
20919923,20919924,2
20919923,297822121,2
20919923,4569310587,2
20919924,662912,4
20919924,20919922,3
20919924,20919923,2
20919945,8078449,4
20919945,8324624,6
20919945,300094233,5
20919946,125408,4
20919946,20919945,4
20922319,3378862795,3
20922319,3378862798,3
20922319,3761438747,3
20922320,118963890,3
20922320,3378907864,3
20922320,3394151291,3
20922321,3394144919,3
20922321,3761438748,2
20922321,3761445575,3
20922325,20922326,7
20922325,291748973,5
20922325,291749009,4
20922325,10886082016,5
20922326,20922325,7
20922326,3646497989,4
20922326,10886082016,3
20922327,3089709980,2
20922327,3646497983,3
20922327,3646497986,3
20922332,20922333,3
20922332,278619920,6
20922332,3089709981,3
20922333,20922332,3
20922333,291748985,4
20922333,2223530627,4
20922340,298495951,3
20922340,298495969,3
20922342,20922340,3
20922342,4209879639,3
20922347,20922352,7
20922347,2067390882,5
20922352,698335,8
20922352,20922347,7
20922352,20922357,5
20922352,2223530646,8
20922353,20922355,3
20922353,4209879628,3
20922355,20922353,3
20922355,20922356,4
20922355,2067390897,4
20922356,20922355,4
20922356,3836322997,4
20922356,6700518884,4
20922357,20922352,5
20922357,1623679612,5
20922357,1623679645,3
20922358,698332,4
20922358,2273103189,4
20922358,2273103191,4
20922359,1460450524,6
20922359,2273103191,4
20922359,2273103196,4
20922359,2273103213,4
20922361,3642676254,3
20922361,3642676258,3
20922362,1623679629,3
20922362,1656016339,3
20922362,3642676258,3
20922363,698332,3
20922363,20922364,2
20922363,2223530648,3
20922364,20922363,2
20922364,20922365,3
20922365,20922364,3
20922365,2273103216,3
20922365,2273103220,3
20922366,6488731,4
20922366,4929108044,6
20922368,1578170978,4
20922368,3642676203,4
20922368,4075007227,4
20922369,1578171012,3
20922369,3632212241,3
20922369,4075007227,3
20922374,3624876873,5
20922374,3637243102,4
20922374,3638789327,5
20922375,3535823231,5
20922375,9666739017,3
20923495,1152732078,5
20923495,8066478413,6
20923495,9714185073,6
20923499,9714185068,3
20923499,9934420190,2
20923499,10931296579,3
20923500,4675595795,2
20923501,4466566187,4
20923501,4466566188,4
20923501,10218240577,3
20923503,9714185072,4
20923503,10039621359,4
